id_cliente,idade_cliente,genero,nivel_educacional,estado_civil,num_dependentes,ctg_renda_anual,ctg_cartao_credito,limite_credito_cartao,sld_tot_rotativo_cartao,credito_disponivel_media_12_meses,taxa_media_utilizacao_cartao,meses_relacionamento,num_produtos_detidos,meses_inativos_ultimo_12_meses,num_contatos_ultimo_12_meses,tot_cont_transacoes_ultimo_12_meses,vlr_tot_transacoes_ultimo_12_meses,dif_vlr_transacao_t4_t1,dif_cont_transacao_t4_t1,conta_encerrada,probabilidade_encerramento
785114808,46,M,POSTGRADUATE,SINGLE,2,40K - 60K,SILVER,15459,0,15459,0.0,40,4,2,2,30,1419,0.789,0.667,EXISTING CUSTOMER,0.0039
715674483,39,F,POSTGRADUATE,SINGLE,2,LESS THAN 40K,BLUE,6205,2517,3688,0.406,27,4,2,2,19,1204,0.939,0.727,EXISTING CUSTOMER,0.0039
779491908,47,F,POSTGRADUATE,UNKNOWN,4,UNKNOWN,BLUE,8644,1391,7253,0.161,29,5,2,1,59,4272,0.896,0.686,EXISTING CUSTOMER,0.0039
721415658,39,F,GRADUATE,MARRIED,1,40K - 60K,BLUE,2700,2220,480,0.822,27,3,1,2,59,2901,1.595,1.36,EXISTING CUSTOMER,0.0039
718320933,47,M,UNEDUCATED,MARRIED,3,60K - 80K,BLUE,11919,2347,9572,0.197,36,2,3,1,96,8257,0.842,0.574,EXISTING CUSTOMER,0.0039
711342483,50,M,COLLEGE,MARRIED,1,80K - 120K,BLUE,2418,1720,698,0.711,36,5,2,3,58,3896,1.019,0.812,EXISTING CUSTOMER,0.0038
716432658,48,F,HIGHSCHOOL,MARRIED,3,LESS THAN 40K,BLUE,1438,0,1438,0.0,36,5,2,1,65,4490,0.646,0.625,EXISTING CUSTOMER,0.0038
713231658,45,F,DOCTORATE,SINGLE,2,LESS THAN 40K,BLUE,5553,1117,4436,0.201,33,6,2,3,52,3744,0.914,0.793,EXISTING CUSTOMER,0.0038
715807383,45,F,POSTGRADUATE,SINGLE,4,40K - 60K,BLUE,4688,0,4688,0.0,36,1,3,3,89,5248,0.593,0.745,EXISTING CUSTOMER,0.0038
712189233,38,F,GRADUATE,MARRIED,1,40K - 60K,BLUE,5153,2517,2636,0.488,20,5,1,3,63,3095,1.488,0.969,EXISTING CUSTOMER,0.0038
753327333,41,M,UNKNOWN,MARRIED,3,80K - 120K,BLUE,13535,1291,12244,0.095,34,4,4,1,21,1028,0.653,1.625,EXISTING CUSTOMER,0.0038
779351208,49,M,UNKNOWN,SINGLE,2,60K - 80K,BLUE,5176,0,5176,0.0,34,4,1,4,56,1902,0.838,0.931,EXISTING CUSTOMER,0.0038
710599683,56,M,COLLEGE,SINGLE,1,80K - 120K,BLUE,11751,0,11751,0.0,36,3,6,0,17,1539,3.397,3.25,EXISTING CUSTOMER,0.0038
789289383,42,M,GRADUATE,SINGLE,3,80K - 120K,SILVER,34516,2120,32396,0.061,31,2,2,3,97,14626,0.9,0.644,EXISTING CUSTOMER,0.0038
711076533,65,M,COLLEGE,DIVORCED,0,LESS THAN 40K,BLUE,9706,1968,7738,0.203,42,5,3,2,58,3435,1.022,0.706,EXISTING CUSTOMER,0.0038
779082633,30,M,UNEDUCATED,SINGLE,2,60K - 80K,BLUE,4107,979,3128,0.238,13,3,2,3,104,14596,0.647,0.733,EXISTING CUSTOMER,0.0038
719324658,27,M,COLLEGE,UNKNOWN,0,80K - 120K,SILVER,34516,1131,33385,0.033,19,1,1,3,112,14716,0.715,0.75,EXISTING CUSTOMER,0.0038
719608308,37,M,HIGHSCHOOL,SINGLE,2,60K - 80K,BLUE,9829,2517,7312,0.256,29,3,2,3,73,2927,0.59,1.212,EXISTING CUSTOMER,0.0038
709615458,54,M,GRADUATE,MARRIED,3,MORE THAN 120K,BLUE,34516,862,33654,0.025,44,2,1,3,111,15034,0.815,0.762,EXISTING CUSTOMER,0.0038
720034983,26,M,UNKNOWN,UNKNOWN,0,LESS THAN 40K,SILVER,10254,0,10254,0.0,13,2,1,1,68,4258,0.51,0.838,EXISTING CUSTOMER,0.0038
709934808,59,M,UNKNOWN,SINGLE,1,40K - 60K,SILVER,15164,1071,14093,0.071,51,2,2,1,103,13062,0.9,0.717,EXISTING CUSTOMER,0.0038
720849708,44,M,GRADUATE,SINGLE,4,80K - 120K,BLUE,14388,2517,11871,0.175,37,3,3,1,85,7042,0.709,0.635,EXISTING CUSTOMER,0.0037
789363408,44,M,HIGHSCHOOL,MARRIED,3,MORE THAN 120K,SILVER,34516,2517,31999,0.073,34,3,1,2,83,7427,0.814,0.566,EXISTING CUSTOMER,0.0037
773236983,47,M,HIGHSCHOOL,MARRIED,4,40K - 60K,BLUE,2498,2258,240,0.904,40,4,2,3,29,1839,0.992,0.706,EXISTING CUSTOMER,0.0037
709447908,45,M,GRADUATE,MARRIED,2,60K - 80K,BLUE,2648,2309,339,0.872,33,4,3,4,63,3281,1.006,0.853,EXISTING CUSTOMER,0.0037
795904233,38,F,UNKNOWN,SINGLE,3,UNKNOWN,BLUE,26945,727,26218,0.027,32,5,1,0,40,1579,0.687,0.6,EXISTING CUSTOMER,0.0037
716768808,57,M,UNKNOWN,MARRIED,1,MORE THAN 120K,BLUE,23848,1967,21881,0.082,36,6,2,4,43,1591,0.462,0.72,EXISTING CUSTOMER,0.0037
716549058,45,F,UNEDUCATED,MARRIED,4,40K - 60K,BLUE,3111,2290,821,0.736,36,3,1,3,41,1998,1.612,0.464,EXISTING CUSTOMER,0.0037
709514433,41,M,HIGHSCHOOL,MARRIED,3,80K - 120K,BLUE,13818,609,13209,0.044,33,2,1,1,101,13209,0.787,0.656,EXISTING CUSTOMER,0.0037
716479233,43,M,HIGHSCHOOL,MARRIED,4,40K - 60K,BLUE,13258,1721,11537,0.13,36,5,3,2,21,1080,0.908,1.333,EXISTING CUSTOMER,0.0037
713195808,37,F,HIGHSCHOOL,MARRIED,3,UNKNOWN,BLUE,11948,1281,10667,0.107,36,6,3,4,51,2792,1.159,0.889,EXISTING CUSTOMER,0.0037
771599283,53,M,GRADUATE,MARRIED,2,80K - 120K,BLUE,2492,1668,824,0.669,41,3,2,5,32,1606,0.651,0.882,EXISTING CUSTOMER,0.0037
787489083,55,M,POSTGRADUATE,MARRIED,4,80K - 120K,BLUE,21351,2517,18834,0.118,43,6,2,4,32,1887,0.818,0.882,EXISTING CUSTOMER,0.0037
713029683,64,M,GRADUATE,SINGLE,0,LESS THAN 40K,BLUE,1873,468,1405,0.25,36,5,4,1,82,4738,1.154,0.608,EXISTING CUSTOMER,0.0037
715105908,28,F,GRADUATE,SINGLE,0,UNKNOWN,SILVER,32024,1232,30792,0.038,15,3,3,3,64,2507,1.04,0.882,EXISTING CUSTOMER,0.0037
748326258,48,M,COLLEGE,MARRIED,3,80K - 120K,BLUE,12302,1632,10670,0.133,41,4,5,3,41,1483,1.509,0.519,EXISTING CUSTOMER,0.0037
709042908,51,F,COLLEGE,MARRIED,1,40K - 60K,BLUE,1438,0,1438,0.0,44,4,2,1,68,2207,0.803,0.511,EXISTING CUSTOMER,0.0036
718773333,51,F,UNKNOWN,SINGLE,4,LESS THAN 40K,BLUE,5139,1799,3340,0.35,40,3,2,2,89,7548,0.94,0.618,EXISTING CUSTOMER,0.0036
718225683,56,M,GRADUATE,SINGLE,1,80K - 120K,SILVER,34516,1091,33425,0.032,49,5,2,2,108,15274,0.64,0.714,EXISTING CUSTOMER,0.0036
719679858,58,F,UNEDUCATED,MARRIED,2,40K - 60K,BLUE,2848,1468,1380,0.515,47,3,2,2,27,1135,0.517,0.421,EXISTING CUSTOMER,0.0036
814752558,50,M,UNEDUCATED,MARRIED,1,40K - 60K,BLUE,2151,1163,988,0.541,45,5,3,3,62,2513,0.849,0.59,EXISTING CUSTOMER,0.0036
819200133,44,M,GRADUATE,UNKNOWN,3,60K - 80K,BLUE,2991,642,2349,0.215,39,5,4,3,62,4646,0.76,0.55,EXISTING CUSTOMER,0.0036
797466033,32,M,HIGHSCHOOL,MARRIED,1,40K - 60K,BLUE,2576,1754,822,0.681,26,3,2,3,69,2880,1.027,0.468,EXISTING CUSTOMER,0.0036
712568358,47,M,HIGHSCHOOL,MARRIED,1,60K - 80K,BLUE,3394,0,3394,0.0,29,3,2,2,69,3115,0.454,0.816,EXISTING CUSTOMER,0.0036
721179708,48,F,UNKNOWN,MARRIED,2,LESS THAN 40K,BLUE,5758,0,5758,0.0,37,4,2,3,76,4422,0.433,0.407,EXISTING CUSTOMER,0.0036
720174033,46,M,GRADUATE,DIVORCED,3,80K - 120K,BLUE,34516,975,33541,0.028,33,1,3,1,104,12871,0.738,0.552,EXISTING CUSTOMER,0.0036
720474408,52,M,GRADUATE,SINGLE,2,40K - 60K,BLUE,9298,1898,7400,0.204,41,1,2,2,87,8427,0.655,0.776,EXISTING CUSTOMER,0.0036
709410033,56,M,HIGHSCHOOL,UNKNOWN,2,80K - 120K,BLUE,4731,831,3900,0.176,36,1,1,1,118,14952,0.96,0.788,EXISTING CUSTOMER,0.0036
711175083,54,M,DOCTORATE,SINGLE,3,60K - 80K,BLUE,9110,0,9110,0.0,41,4,2,3,75,2999,0.662,0.786,EXISTING CUSTOMER,0.0036
716089983,31,M,GRADUATE,SINGLE,0,40K - 60K,BLUE,12050,1732,10318,0.144,24,3,1,4,46,2015,0.804,0.704,EXISTING CUSTOMER,0.0036
710518308,54,F,DOCTORATE,MARRIED,2,LESS THAN 40K,BLUE,1685,0,1685,0.0,35,1,4,2,85,4155,0.457,0.667,EXISTING CUSTOMER,0.0036
819684183,46,F,GRADUATE,SINGLE,3,40K - 60K,BLUE,3492,1546,1946,0.443,41,4,5,3,53,3043,1.135,1.038,EXISTING CUSTOMER,0.0036
713303733,53,M,GRADUATE,MARRIED,1,MORE THAN 120K,BLUE,1612,744,868,0.462,41,6,3,2,33,1564,0.636,0.5,EXISTING CUSTOMER,0.0036
756639708,46,F,UNKNOWN,MARRIED,2,UNKNOWN,SILVER,32587,992,31595,0.03,39,1,1,2,113,15958,1.139,0.687,EXISTING CUSTOMER,0.0035
804670758,48,F,UNKNOWN,DIVORCED,5,UNKNOWN,BLUE,20974,2249,18725,0.107,43,4,3,2,121,15903,0.567,0.571,EXISTING CUSTOMER,0.0035
717280158,49,M,GRADUATE,MARRIED,3,LESS THAN 40K,BLUE,2976,1817,1159,0.611,36,3,3,5,60,3332,0.739,0.667,EXISTING CUSTOMER,0.0035
808279158,51,M,GRADUATE,MARRIED,3,80K - 120K,BLUE,11765,1429,10336,0.121,46,1,3,1,99,8914,0.817,0.768,EXISTING CUSTOMER,0.0035
713237958,34,M,GRADUATE,MARRIED,0,40K - 60K,BLUE,2638,2092,546,0.793,17,4,1,4,43,1868,0.591,0.344,EXISTING CUSTOMER,0.0035
712654233,39,M,HIGHSCHOOL,MARRIED,3,80K - 120K,BLUE,19150,1093,18057,0.057,27,1,3,1,85,8327,0.716,0.545,EXISTING CUSTOMER,0.0035
708560733,42,F,GRADUATE,DIVORCED,3,LESS THAN 40K,BLUE,3714,2517,1197,0.678,36,5,2,3,85,4715,0.857,0.848,EXISTING CUSTOMER,0.0035
752199183,51,F,UNEDUCATED,MARRIED,1,UNKNOWN,BLUE,3553,0,3553,0.0,44,6,2,1,89,4923,0.844,0.648,EXISTING CUSTOMER,0.0035
789643383,49,M,UNEDUCATED,MARRIED,2,60K - 80K,BLUE,13435,0,13435,0.0,35,3,3,3,56,3575,0.747,1.154,EXISTING CUSTOMER,0.0035
712296408,36,F,UNKNOWN,MARRIED,3,40K - 60K,BLUE,12958,2273,10685,0.175,22,5,3,3,96,15681,0.608,0.627,EXISTING CUSTOMER,0.0035
715360458,45,F,GRADUATE,DIVORCED,3,UNKNOWN,BLUE,12406,1980,10426,0.16,36,2,3,2,90,8113,0.791,0.5,EXISTING CUSTOMER,0.0035
717121758,58,F,GRADUATE,SINGLE,0,LESS THAN 40K,BLUE,3008,2517,491,0.837,36,5,3,1,68,4627,0.674,0.659,EXISTING CUSTOMER,0.0035
713739708,61,M,HIGHSCHOOL,SINGLE,0,60K - 80K,BLUE,2415,2050,365,0.849,53,1,3,3,71,4479,0.499,0.69,EXISTING CUSTOMER,0.0035
789247458,32,M,GRADUATE,SINGLE,0,40K - 60K,BLUE,2801,1472,1329,0.526,21,6,2,3,54,2467,1.027,0.8,EXISTING CUSTOMER,0.0035
710573808,55,M,UNKNOWN,SINGLE,2,60K - 80K,BLUE,2243,1418,825,0.632,36,6,3,3,31,1334,0.39,0.409,EXISTING CUSTOMER,0.0034
719368533,41,F,DOCTORATE,MARRIED,2,UNKNOWN,SILVER,32250,1289,30961,0.04,28,1,3,3,100,15785,0.703,0.786,EXISTING CUSTOMER,0.0034
716748483,59,F,UNEDUCATED,MARRIED,1,40K - 60K,BLUE,3720,1569,2151,0.422,36,2,2,3,129,16208,0.891,0.792,EXISTING CUSTOMER,0.0034
719216508,55,F,UNKNOWN,UNKNOWN,1,LESS THAN 40K,BLUE,3258,2517,741,0.773,36,5,2,1,77,4960,0.985,0.75,EXISTING CUSTOMER,0.0034
721181883,30,F,COLLEGE,SINGLE,0,UNKNOWN,BLUE,9641,0,9641,0.0,18,4,2,3,75,4710,0.907,0.667,EXISTING CUSTOMER,0.0034
717556758,52,F,HIGHSCHOOL,SINGLE,2,LESS THAN 40K,BLUE,3029,2267,762,0.748,36,1,2,3,113,14934,0.842,0.823,EXISTING CUSTOMER,0.0034
720017958,48,F,UNKNOWN,SINGLE,4,40K - 60K,BLUE,6121,1679,4442,0.274,36,1,1,2,117,14224,0.705,0.887,EXISTING CUSTOMER,0.0034
715312158,41,F,GRADUATE,SINGLE,2,LESS THAN 40K,BLUE,2670,2079,591,0.779,29,4,2,3,59,3895,0.649,0.788,EXISTING CUSTOMER,0.0034
709074108,36,M,COLLEGE,SINGLE,2,60K - 80K,BLUE,23032,840,22192,0.036,24,5,2,5,73,2787,0.739,0.698,EXISTING CUSTOMER,0.0034
756371058,58,F,UNKNOWN,MARRIED,1,LESS THAN 40K,BLUE,3944,1006,2938,0.255,40,1,2,3,124,15315,0.782,0.851,EXISTING CUSTOMER,0.0034
713779908,46,F,DOCTORATE,SINGLE,3,UNKNOWN,BLUE,2189,1666,523,0.761,36,6,3,2,36,1287,0.343,0.636,EXISTING CUSTOMER,0.0034
711776433,37,M,UNEDUCATED,SINGLE,3,80K - 120K,BLUE,23622,1153,22469,0.049,26,4,2,2,65,2574,0.666,0.625,EXISTING CUSTOMER,0.0034
794665608,48,F,GRADUATE,SINGLE,3,40K - 60K,BLUE,5724,582,5142,0.102,33,4,2,3,59,4510,0.817,0.903,EXISTING CUSTOMER,0.0034
787466808,35,F,UNKNOWN,MARRIED,0,LESS THAN 40K,BLUE,3009,2517,492,0.836,22,2,2,3,82,5329,0.735,0.745,EXISTING CUSTOMER,0.0034
778172583,46,F,HIGHSCHOOL,SINGLE,3,LESS THAN 40K,BLUE,6636,2399,4237,0.362,36,1,3,2,86,7023,0.681,0.654,EXISTING CUSTOMER,0.0034
779140533,49,M,DOCTORATE,MARRIED,2,MORE THAN 120K,BLUE,27124,2311,24813,0.085,34,3,6,4,121,15195,0.73,0.729,EXISTING CUSTOMER,0.0034
711635358,40,F,COLLEGE,SINGLE,4,LESS THAN 40K,BLUE,7291,2517,4774,0.345,26,6,1,2,56,2198,0.83,0.697,EXISTING CUSTOMER,0.0034
780598383,35,M,DOCTORATE,SINGLE,3,40K - 60K,BLUE,2148,1545,603,0.719,23,4,3,2,65,2167,0.682,0.512,EXISTING CUSTOMER,0.0033
711523533,43,M,POSTGRADUATE,SINGLE,5,60K - 80K,BLUE,17230,1805,15425,0.105,31,3,3,1,130,14781,0.788,0.857,EXISTING CUSTOMER,0.0033
771886233,48,M,UNKNOWN,MARRIED,1,60K - 80K,SILVER,25270,1090,24180,0.043,37,6,3,5,51,1941,0.819,1.318,EXISTING CUSTOMER,0.0033
720458883,29,M,HIGHSCHOOL,MARRIED,1,60K - 80K,BLUE,12495,2517,9978,0.201,16,3,2,1,106,14524,0.827,0.683,EXISTING CUSTOMER,0.0033
721445658,52,F,POSTGRADUATE,SINGLE,2,LESS THAN 40K,BLUE,6265,1677,4588,0.268,34,3,3,3,89,8162,0.769,0.589,EXISTING CUSTOMER,0.0033
805485933,45,F,GRADUATE,MARRIED,3,LESS THAN 40K,BLUE,4010,2517,1493,0.628,40,2,1,3,101,14354,0.71,0.629,EXISTING CUSTOMER,0.0033
718163808,37,M,GRADUATE,SINGLE,1,80K - 120K,BLUE,11309,0,11309,0.0,24,6,3,4,71,4809,0.474,0.479,EXISTING CUSTOMER,0.0033
807977808,39,F,GRADUATE,SINGLE,2,LESS THAN 40K,BLUE,3246,2517,729,0.775,34,1,3,3,103,13671,0.722,0.689,EXISTING CUSTOMER,0.0033
712025958,42,M,UNEDUCATED,MARRIED,4,80K - 120K,SILVER,34516,1420,33096,0.041,35,1,2,3,110,14672,0.848,0.803,EXISTING CUSTOMER,0.0033
721158108,38,M,GRADUATE,SINGLE,2,60K - 80K,BLUE,2346,0,2346,0.0,30,3,2,4,72,3982,0.394,0.532,EXISTING CUSTOMER,0.0033
772468983,36,M,POSTGRADUATE,MARRIED,1,80K - 120K,BLUE,21927,1291,20636,0.059,26,3,4,2,37,1946,0.864,0.542,EXISTING CUSTOMER,0.0033
774675933,40,M,COLLEGE,DIVORCED,3,80K - 120K,SILVER,34516,2052,32464,0.059,34,2,1,3,62,3510,0.477,0.476,EXISTING CUSTOMER,0.0033
708248358,42,M,GRADUATE,UNKNOWN,4,60K - 80K,SILVER,29937,0,29937,0.0,30,3,1,3,109,14863,0.746,0.627,EXISTING CUSTOMER,0.0033
715247508,30,F,GRADUATE,MARRIED,1,LESS THAN 40K,BLUE,7087,1060,6027,0.15,36,3,2,2,37,1712,0.709,0.609,EXISTING CUSTOMER,0.0032
714426783,38,F,GRADUATE,SINGLE,2,UNKNOWN,BLUE,14041,2154,11887,0.153,31,2,3,2,29,1467,1.084,1.417,EXISTING CUSTOMER,0.0032
719941533,32,F,GRADUATE,MARRIED,1,LESS THAN 40K,BLUE,5497,1735,3762,0.316,20,3,1,4,124,16266,0.664,0.771,EXISTING CUSTOMER,0.0032
715942683,32,F,GRADUATE,SINGLE,3,LESS THAN 40K,BLUE,3555,0,3555,0.0,36,3,1,3,71,2346,0.813,0.651,EXISTING CUSTOMER,0.0032
822138333,61,F,GRADUATE,SINGLE,0,40K - 60K,BLUE,7118,813,6305,0.114,56,4,3,5,66,3964,0.475,0.65,EXISTING CUSTOMER,0.0032
712006308,45,F,COLLEGE,DIVORCED,0,LESS THAN 40K,BLUE,5923,1686,4237,0.285,35,6,1,3,35,1236,0.702,0.591,EXISTING CUSTOMER,0.0032
715083633,33,F,UNEDUCATED,MARRIED,1,LESS THAN 40K,BLUE,1830,1777,53,0.971,23,2,2,3,76,5271,0.639,0.854,EXISTING CUSTOMER,0.0032
716924058,58,F,UNEDUCATED,MARRIED,2,40K - 60K,BLUE,6175,1166,5009,0.189,49,3,1,3,25,1417,0.803,0.25,EXISTING CUSTOMER,0.0032
764776833,61,M,GRADUATE,MARRIED,0,40K - 60K,BLUE,3077,1646,1431,0.535,54,3,3,2,30,1523,0.456,0.579,EXISTING CUSTOMER,0.0032
714435408,57,M,HIGHSCHOOL,SINGLE,3,80K - 120K,BLUE,12663,1028,11635,0.081,38,4,3,1,54,3297,0.791,0.688,EXISTING CUSTOMER,0.0032
717081483,37,M,GRADUATE,DIVORCED,2,80K - 120K,BLUE,25187,2209,22978,0.088,25,3,2,2,96,16606,0.799,0.778,EXISTING CUSTOMER,0.0032
771441558,49,M,POSTGRADUATE,MARRIED,2,60K - 80K,BLUE,2608,1589,1019,0.609,37,5,3,3,47,2073,0.982,0.516,EXISTING CUSTOMER,0.0032
778942233,60,F,DOCTORATE,MARRIED,0,LESS THAN 40K,BLUE,1438,648,790,0.451,45,5,2,4,27,1267,0.477,1.077,EXISTING CUSTOMER,0.0032
772277508,65,F,UNKNOWN,SINGLE,1,LESS THAN 40K,BLUE,2209,0,2209,0.0,54,4,2,2,52,3292,1.299,0.857,EXISTING CUSTOMER,0.0032
710858658,48,F,DOCTORATE,DIVORCED,4,LESS THAN 40K,SILVER,10610,0,10610,0.0,38,2,1,2,108,15050,0.664,0.742,EXISTING CUSTOMER,0.0032
717332733,47,M,UNKNOWN,SINGLE,4,80K - 120K,SILVER,34516,0,34516,0.0,37,5,2,4,80,2851,1.06,0.739,EXISTING CUSTOMER,0.0032
709382958,55,F,GRADUATE,MARRIED,2,40K - 60K,BLUE,2894,2077,817,0.718,46,6,1,4,25,1017,0.574,0.562,EXISTING CUSTOMER,0.0032
720540708,53,F,UNEDUCATED,MARRIED,3,LESS THAN 40K,BLUE,2773,1507,1266,0.543,42,3,2,4,25,1197,1.06,1.083,EXISTING CUSTOMER,0.0032
715698633,40,F,UNKNOWN,MARRIED,2,LESS THAN 40K,BLUE,5093,2376,2717,0.467,36,3,1,1,57,2341,0.822,0.541,EXISTING CUSTOMER,0.0032
789987183,53,M,COLLEGE,MARRIED,2,80K - 120K,BLUE,21953,1311,20642,0.06,45,4,4,4,37,1413,0.443,0.37,EXISTING CUSTOMER,0.0031
786493908,42,F,UNEDUCATED,SINGLE,4,LESS THAN 40K,SILVER,10091,0,10091,0.0,36,4,3,3,64,3347,1.121,0.778,EXISTING CUSTOMER,0.0031
778745058,50,M,HIGHSCHOOL,SINGLE,3,80K - 120K,SILVER,34516,0,34516,0.0,41,2,2,1,118,15059,0.627,0.735,EXISTING CUSTOMER,0.0031
718103733,41,F,UNKNOWN,MARRIED,4,LESS THAN 40K,BLUE,2934,933,2001,0.318,31,4,3,4,66,4253,0.898,0.737,EXISTING CUSTOMER,0.0031
789948408,55,M,GRADUATE,SINGLE,2,80K - 120K,BLUE,34516,1718,32798,0.05,46,3,1,4,74,5220,0.51,0.423,EXISTING CUSTOMER,0.0031
813230208,45,M,COLLEGE,SINGLE,4,MORE THAN 120K,BLUE,2900,1782,1118,0.614,40,3,3,3,64,4686,1.351,0.561,EXISTING CUSTOMER,0.0031
803231058,53,M,HIGHSCHOOL,SINGLE,3,LESS THAN 40K,BLUE,3351,1474,1877,0.44,47,5,1,1,66,4294,0.393,0.737,EXISTING CUSTOMER,0.0031
712228458,50,M,UNKNOWN,UNKNOWN,2,MORE THAN 120K,BLUE,25645,1083,24562,0.042,32,2,3,1,63,4302,0.757,0.5,EXISTING CUSTOMER,0.0031
709365483,45,F,DOCTORATE,DIVORCED,2,40K - 60K,BLUE,2788,1826,962,0.655,36,5,3,3,67,4437,0.521,0.595,EXISTING CUSTOMER,0.0031
713941158,47,F,HIGHSCHOOL,UNKNOWN,1,LESS THAN 40K,BLUE,5222,2517,2705,0.482,36,6,5,1,81,4433,0.569,0.588,EXISTING CUSTOMER,0.0031
708488208,57,F,UNEDUCATED,MARRIED,3,LESS THAN 40K,BLUE,2515,1922,593,0.764,47,5,3,3,58,2231,1.181,0.611,EXISTING CUSTOMER,0.0031
778511733,42,F,COLLEGE,SINGLE,3,40K - 60K,BLUE,5424,1812,3612,0.334,30,6,3,2,44,1634,0.513,0.76,EXISTING CUSTOMER,0.0031
718634058,48,F,HIGHSCHOOL,UNKNOWN,2,UNKNOWN,BLUE,7660,764,6896,0.1,31,2,2,1,100,14844,0.877,0.695,EXISTING CUSTOMER,0.0031
713808633,31,F,UNEDUCATED,DIVORCED,0,LESS THAN 40K,SILVER,10850,1873,8977,0.173,23,2,2,1,127,13794,0.995,0.789,EXISTING CUSTOMER,0.0031
778933983,55,F,UNEDUCATED,UNKNOWN,0,UNKNOWN,BLUE,11249,2012,9237,0.179,39,4,3,3,55,3882,0.659,0.964,EXISTING CUSTOMER,0.0031
708908883,37,F,GRADUATE,DIVORCED,2,LESS THAN 40K,SILVER,12033,1025,11008,0.085,32,1,3,2,106,12603,0.684,0.893,EXISTING CUSTOMER,0.0031
713744058,41,F,HIGHSCHOOL,MARRIED,3,LESS THAN 40K,BLUE,2359,1509,850,0.64,36,6,2,3,78,5232,1.1,0.814,EXISTING CUSTOMER,0.0031
713730108,48,M,POSTGRADUATE,DIVORCED,4,60K - 80K,BLUE,11596,1258,10338,0.108,38,3,2,2,67,4686,0.426,0.675,EXISTING CUSTOMER,0.0031
792795933,39,F,GRADUATE,SINGLE,1,LESS THAN 40K,BLUE,2669,2397,272,0.898,30,5,6,2,65,3847,0.807,0.585,EXISTING CUSTOMER,0.0031
708829758,41,M,HIGHSCHOOL,MARRIED,2,60K - 80K,BLUE,6062,761,5301,0.126,36,4,3,2,66,3877,0.307,0.375,EXISTING CUSTOMER,0.0031
720557883,35,M,UNEDUCATED,SINGLE,3,LESS THAN 40K,BLUE,6104,1595,4509,0.261,21,5,2,1,102,15240,0.619,0.729,EXISTING CUSTOMER,0.003
716456808,36,F,HIGHSCHOOL,SINGLE,2,LESS THAN 40K,BLUE,8087,1263,6824,0.156,36,6,2,5,69,2429,0.615,0.643,EXISTING CUSTOMER,0.003
708103608,52,M,HIGHSCHOOL,SINGLE,1,60K - 80K,BLUE,11898,2517,9381,0.212,45,1,5,1,128,15798,0.745,0.73,EXISTING CUSTOMER,0.003
717670758,30,F,GRADUATE,SINGLE,1,LESS THAN 40K,BLUE,5030,1327,3703,0.264,20,5,2,3,71,2523,0.803,0.775,EXISTING CUSTOMER,0.003
778669608,49,F,UNKNOWN,MARRIED,4,40K - 60K,BLUE,1564,0,1564,0.0,29,6,3,2,78,5172,1.114,0.733,EXISTING CUSTOMER,0.003
709779258,53,F,POSTGRADUATE,MARRIED,3,LESS THAN 40K,BLUE,1438,0,1438,0.0,43,4,3,4,71,4075,0.939,0.614,EXISTING CUSTOMER,0.003
787999533,52,M,HIGHSCHOOL,SINGLE,2,MORE THAN 120K,BLUE,6617,2517,4100,0.38,44,4,2,2,68,3595,0.459,0.659,EXISTING CUSTOMER,0.003
783121008,55,F,GRADUATE,SINGLE,0,LESS THAN 40K,SILVER,12094,1870,10224,0.155,49,1,2,3,106,8285,0.845,0.738,EXISTING CUSTOMER,0.003
715479483,35,M,COLLEGE,MARRIED,2,80K - 120K,BLUE,15279,1496,13783,0.098,36,5,2,4,57,2079,0.997,0.425,EXISTING CUSTOMER,0.003
714510483,44,M,GRADUATE,SINGLE,3,80K - 120K,GOLD,34516,2517,31999,0.073,36,2,3,3,87,7640,0.703,0.582,EXISTING CUSTOMER,0.003
714949758,51,F,GRADUATE,SINGLE,3,UNKNOWN,PLATINUM,34516,1913,32603,0.055,42,3,1,4,123,16712,0.851,0.708,EXISTING CUSTOMER,0.003
720118908,26,M,GRADUATE,MARRIED,0,LESS THAN 40K,BLUE,9916,0,9916,0.0,36,5,2,4,65,3477,0.793,0.667,EXISTING CUSTOMER,0.003
720717108,64,M,UNEDUCATED,SINGLE,1,UNKNOWN,BLUE,2571,1210,1361,0.471,51,6,3,1,59,3647,0.972,0.686,EXISTING CUSTOMER,0.003
711521958,51,F,UNKNOWN,SINGLE,2,LESS THAN 40K,BLUE,1588,1506,82,0.948,36,2,2,2,68,4660,0.615,0.619,EXISTING CUSTOMER,0.003
716931183,45,M,UNEDUCATED,SINGLE,5,80K - 120K,BLUE,7560,788,6772,0.104,38,3,4,4,68,4296,1.193,0.7,EXISTING CUSTOMER,0.003
788519958,57,F,GRADUATE,SINGLE,2,LESS THAN 40K,BLUE,1438,876,562,0.609,50,6,5,2,62,4815,0.693,0.676,EXISTING CUSTOMER,0.003
778832883,47,F,POSTGRADUATE,MARRIED,3,LESS THAN 40K,BLUE,8257,961,7296,0.116,28,1,3,1,104,13769,0.741,0.857,EXISTING CUSTOMER,0.003
